public_code,courier_identification,status,created_at
7535537160691039,14872537,Recibido,2026-01-23
7879585695278439,14872537,Recibido,2026-01-23
8587638214141928,14872537,Recibido,2026-01-23
9853200771530574,14872537,Recibido,2026-01-23
1071714071766535,14872537,Recibido,2026-01-23
2339248848409231,14872537,Recibido,2026-01-23
9621637650436794,14872537,Recibido,2026-01-23
1531073551074651,14872537,Recibido,2026-01-23
1000472476834679,14872537,Recibido,2026-01-23
3060378634423884,14872537,Recibido,2026-01-23
5463114052555122,14872537,Recibido,2026-01-23
1302971801077716,14872537,Recibido,2026-01-23
3862110889001682,14872537,Recibido,2026-01-23
7539489906035529,14872537,Recibido,2026-01-23
0883617458034022,14872537,Recibido,2026-01-23
1658247151688787,14872537,Recibido,2026-01-23
4498813198311278,14872537,Recibido,2026-01-23
9897441045075590,14872537,Recibido,2026-01-23
8606794074998501,14872537,Recibido,2026-01-23
0477127576287171,14872537,Recibido,2026-01-23
8595879721664311,14872537,Recibido,2026-01-23
4971383171782068,14872537,Recibido,2026-01-23
5290902507119254,14872537,Recibido,2026-01-23
4757259386081213,14872537,Recibido,2026-01-23
8089314817159071,14872537,Recibido,2026-01-23
7455797230888336,14872537,Recibido,2026-01-23
8338696258638771,14872537,Recibido,2026-01-23
2126520987997646,14872537,Recibido,2026-01-23
9252660087825551,14872537,Recibido,2026-01-23
3803422688386669,14872537,Recibido,2026-01-23
8299287866609243,14872537,Recibido,2026-01-23
3813408869392814,14872537,Recibido,2026-01-23
6446932307353016,14872537,Recibido,2026-01-23
2753302910832924,14872537,Recibido,2026-01-23
1341739585876060,14872537,Recibido,2026-01-23
6140222131304005,14872537,Recibido,2026-01-23
2267716178888282,14872537,Recibido,2026-01-23
3960521177180540,14872537,Recibido,2026-01-23
3559168925950167,14872537,Recibido,2026-01-23
1367075606542031,14872537,Recibido,2026-01-23
8821202100643528,14872537,Recibido,2026-01-23
0003871024522157,14872537,Recibido,2026-01-23
0003265146784455,14872537,Recibido,2026-01-23
1566891025508308,14872537,Recibido,2026-01-23
8551473632959558,14872537,Recibido,2026-01-23
0007965368434702,14872537,Recibido,2026-01-23
6171511913986074,14872537,Recibido,2026-01-23
6893130324304177,14872537,Recibido,2026-01-23
6087606601403517,14872537,Recibido,2026-01-23
1671063761343515,14872537,Recibido,2026-01-23
8061637450195609,14872537,Recibido,2026-01-23
2152996391316470,14872537,Recibido,2026-01-23
3669214596664005,14872537,Recibido,2026-01-23
8769522509460044,14872537,Recibido,2026-01-23
6214981914784623,14872537,Recibido,2026-01-23
1806227487018678,14872537,Recibido,2026-01-23
4391165289482432,14872537,Recibido,2026-01-23
2164306464907362,14872537,Recibido,2026-01-23
6964304072220227,14872537,Recibido,2026-01-23
6815912497067059,14872537,Recibido,2026-01-23
3440495652796897,14872537,Recibido,2026-01-23
7964531835679356,14872537,Recibido,2026-01-23
8930251816737772,14872537,Recibido,2026-01-23
6473754558973483,14872537,Recibido,2026-01-23
8887826586207174,14872537,Recibido,2026-01-23
5879081725321555,14872537,Recibido,2026-01-23
4126774742896988,14872537,Recibido,2026-01-23
2938096414495420,14872537,Recibido,2026-01-23
2688137132244338,14872537,Recibido,2026-01-23
4311256396406578,14872537,Recibido,2026-01-23
6453085450062426,14872537,Recibido,2026-01-23
7912150460732147,14872537,Recibido,2026-01-23
7431148637032086,14872537,Recibido,2026-01-23
7233081236505855,14872537,Recibido,2026-01-23
0459926246374585,14872537,Recibido,2026-01-23
7790496080147846,14872537,Recibido,2026-01-23
3605041940688072,14872537,Recibido,2026-01-23
9903043880848591,14872537,Recibido,2026-01-23
1356211886313194,14872537,Recibido,2026-01-23
5716221341238742,14872537,Recibido,2026-01-23
1668997774635730,14872537,Recibido,2026-01-23
2487118151841758,14872537,Recibido,2026-01-23
2028162219955478,14872537,Recibido,2026-01-23
7443612434311727,14872537,Recibido,2026-01-23
9047046822321053,14872537,Recibido,2026-01-23
6732962003008457,14872537,Recibido,2026-01-23
4617126782658831,14872537,Recibido,2026-01-23
8974960266552022,14872537,Recibido,2026-01-23
1942323945234843,14872537,Recibido,2026-01-23
1763103567139594,14872537,Recibido,2026-01-23
7551368827785340,14872537,Recibido,2026-01-23
2859191029763705,14872537,Recibido,2026-01-23
7226144295188558,14872537,Recibido,2026-01-23
5582865486173454,14872537,Recibido,2026-01-23
9220797905580904,14872537,Recibido,2026-01-23
8172388274752636,14872537,Recibido,2026-01-23
0226463989250102,14872537,Recibido,2026-01-23
6203918266640268,14872537,Recibido,2026-01-23
2039635157835093,14872537,Recibido,2026-01-23
3451801664428397,14872537,Recibido,2026-01-23
0420627549443141,14872537,Recibido,2026-01-23
0340791916432095,14872537,Recibido,2026-01-23
3944552246819444,14872537,Recibido,2026-01-23
7572515789092342,14872537,Recibido,2026-01-23
2491263430082318,14872537,Recibido,2026-01-23
0468489924407684,14872537,Recibido,2026-01-23
2918412894576837,14872537,Recibido,2026-01-23
4176003769201066,14872537,Recibido,2026-01-23
4052608473124929,14872537,Recibido,2026-01-23
8048027863530072,14872537,Recibido,2026-01-23
8594804213406029,14872537,Recibido,2026-01-23
9407481453922942,14872537,Recibido,2026-01-23
8342533731605783,14872537,Recibido,2026-01-23
2612867220845263,14872537,Recibido,2026-01-23
7506006599845911,14872537,Recibido,2026-01-23
5067891091016442,14872537,Recibido,2026-01-23
7246242279409033,14872537,Recibido,2026-01-23
1002461152184861,14872537,Recibido,2026-01-23
2654573408410068,14872537,Recibido,2026-01-23
5074939861214446,14872537,Recibido,2026-01-23
7353258527162565,14872537,Recibido,2026-01-23
8941089716578067,14872537,Recibido,2026-01-23
8468446743930505,14872537,Recibido,2026-01-23
9124279063490152,14872537,Recibido,2026-01-23
3645633831013879,14872537,Recibido,2026-01-23
4191115418975550,14872537,Recibido,2026-01-23
9612228361170605,14872537,Recibido,2026-01-23
0463508097482624,14872537,Recibido,2026-01-23
8766313880642195,14872537,Recibido,2026-01-23
4104841660512523,14872537,Recibido,2026-01-23
4121729578709004,14872537,Recibido,2026-01-23
7273269745338108,14872537,Recibido,2026-01-23
8063781422149903,14872537,Recibido,2026-01-23
9976079008283705,14872537,Recibido,2026-01-23
0633514308890059,14872537,Recibido,2026-01-23
1995951245089643,14872537,Recibido,2026-01-23
9365599516341091,14872537,Recibido,2026-01-23
9445044442691047,14872537,Recibido,2026-01-23
7951265227314707,14872537,Recibido,2026-01-23
8016176546313026,14872537,Recibido,2026-01-23
7954152636941615,14872537,Recibido,2026-01-23
2903043522204601,14872537,Recibido,2026-01-23
4543725761946135,14872537,Recibido,2026-01-23
6258033225285275,14872537,Recibido,2026-01-23
3087955405562719,14872537,Recibido,2026-01-23
2533896686519554,14872537,Recibido,2026-01-23
3873668365996676,14872537,Recibido,2026-01-23
4337460138490906,14872537,Recibido,2026-01-23
9392993731591660,14872537,Recibido,2026-01-23
5847213803106027,14872537,Recibido,2026-01-23
5743571090054366,14872537,Recibido,2026-01-23
9433270046639926,14872537,Recibido,2026-01-23
8607132961257780,14872537,Recibido,2026-01-23
7045166062422040,14872537,Recibido,2026-01-23
0925129040287503,14872537,Recibido,2026-01-23
7261265198549700,14872537,Recibido,2026-01-23
7301450834640710,14872537,Recibido,2026-01-23
8665881092216595,14872537,Recibido,2026-01-23
2013560169907465,14872537,Recibido,2026-01-23
8349233514040587,14872537,Recibido,2026-01-23
0150721187848226,14872537,Recibido,2026-01-23
1040826745070670,14872537,Recibido,2026-01-23
4784416427961418,14872537,Recibido,2026-01-23
8801089775030396,14872537,Recibido,2026-01-23
7423091272552890,14872537,Recibido,2026-01-23
7855902566899305,14872537,Recibido,2026-01-23
4822712109164983,14872537,Recibido,2026-01-23
9491012416224554,14872537,Recibido,2026-01-23
1928490194730468,14872537,Recibido,2026-01-23
7022465906957782,14872537,Recibido,2026-01-23
7285101842086422,14872537,Recibido,2026-01-23
9006999212935255,14872537,Recibido,2026-01-23
9850124688247997,14872537,Recibido,2026-01-23
0935750279771228,14872537,Recibido,2026-01-23
2938401117617992,14872537,Recibido,2026-01-23
5650184484406292,14872537,Recibido,2026-01-23
5669194592527712,14872537,Recibido,2026-01-23
7877098797136989,14872537,Recibido,2026-01-23
7889256744432880,14872537,Recibido,2026-01-23
0066373360809431,14872537,Recibido,2026-01-23
9026303114240215,14872537,Recibido,2026-01-23
0672484032401226,14872537,Recibido,2026-01-23
6030773541238046,14872537,Recibido,2026-01-23
5977144057093868,14872537,Recibido,2026-01-23
1985764585018733,14872537,Recibido,2026-01-23
6014111238586743,14872537,Recibido,2026-01-26
6770633927980777,14872537,Recibido,2026-01-26
8949972185645998,14872537,Recibido,2026-01-26
3464522953643228,14872537,Recibido,2026-01-26
0615794389064714,14872537,Recibido,2026-01-26
6820856186536156,14872537,Recibido,2026-01-26
8502548992191597,14872537,Recibido,2026-01-26
2731972045924579,14872537,Recibido,2026-01-26
2310259523220704,14872537,Recibido,2026-01-26
2734036077337363,14872537,Recibido,2026-01-26
8907581408143405,14872537,Recibido,2026-01-26
6456142425120715,14872537,Recibido,2026-01-26
5629612291064158,14872537,Recibido,2026-01-26
7333927467677469,14872537,Recibido,2026-01-26
8268552740685222,14872537,Recibido,2026-01-26
6134057624894276,14872537,Recibido,2026-01-26
1753147215176577,14872537,Recibido,2026-01-26
4242708948814632,14872537,Recibido,2026-01-26
1441560331261236,14872537,Recibido,2026-01-26
8706937289372652,14872537,Recibido,2026-01-26
6562939999361311,14872537,Recibido,2026-01-26
1867514455275440,14872537,Recibido,2026-01-26
1287264322860353,14872537,Recibido,2026-01-26
5092832527340324,14872537,Recibido,2026-01-26
1437480845798674,14872537,Recibido,2026-01-26
3708819742506942,14872537,Recibido,2026-01-26
0511111544522201,14872537,Recibido,2026-01-26
5924416258497497,14872537,Recibido,2026-01-26
7817609292268785,14872537,Recibido,2026-01-26
7317496605011404,14872537,Recibido,2026-01-26
2261231507128465,14872537,Recibido,2026-01-26
8489727346304167,14872537,Recibido,2026-01-26
9828509397023741,14872537,Recibido,2026-01-26
6591029529593845,14872537,Recibido,2026-01-26
3323634299652646,14872537,Recibido,2026-01-26
4931069997316185,14872537,Recibido,2026-01-26
2797782172125392,14872537,Recibido,2026-01-28
9257364465247298,14872537,Recibido,2026-01-28
0011639346619742,14872537,Recibido,2026-01-28
6839802483057904,14872537,Recibido,2026-01-28
8072194231279884,14872537,Recibido,2026-01-28
8478480916002902,14872537,Recibido,2026-01-28
0534155505911705,14872537,Recibido,2026-01-28
7693053136067527,14872537,Recibido,2026-01-28
0656438125787355,14872537,Recibido,2026-01-28
5084267478617443,14872537,Recibido,2026-01-28
1318196020236698,14872537,Recibido,2026-01-28
0996142053714173,14872537,Recibido,2026-01-28
9590988889382774,14872537,Recibido,2026-01-28
2562948809494289,14872537,Recibido,2026-01-28
1573032803194575,14872537,Recibido,2026-01-28
7055474883899272,14872537,Recibido,2026-01-28
3111787994366287,14872537,Recibido,2026-01-28
8553365245604476,14872537,Recibido,2026-01-28
9738716842182272,14872537,Recibido,2026-01-28
8434257206662399,14872537,Recibido,2026-01-28
3573657439912635,14872537,Recibido,2026-01-28
6720406370355444,14872537,Recibido,2026-01-28
0949142617715060,14872537,Recibido,2026-01-28
6225797174966164,14872537,Recibido,2026-01-28
0712264869118816,14872537,Recibido,2026-01-28
2898766574716215,14872537,Recibido,2026-01-28
5096654905400281,14872537,Recibido,2026-01-28
0710580971939347,14872537,Recibido,2026-01-28
4271728455315088,14872537,Recibido,2026-01-28
6352627964036955,14872537,Recibido,2026-01-28
6515990996525532,14872537,Recibido,2026-01-28
4510260242055544,14872537,Recibido,2026-01-28
5416630851629193,14872537,Recibido,2026-01-28
3238086286042041,14872537,Recibido,2026-01-28
9040156248614088,14872537,Recibido,2026-01-28
0584839517470361,14872537,Recibido,2026-01-28
1989310666435579,14872537,Recibido,2026-01-28
2950064663583115,14872537,Recibido,2026-01-28
8754555024775652,14872537,Recibido,2026-01-29
6972993320559855,14872537,Recibido,2026-01-29
5313882256800172,14872537,Recibido,2026-01-29
0089810430001823,14872537,Recibido,2026-01-29
6167276155948486,14872537,Recibido,2026-01-29
3118177453774844,14872537,Recibido,2026-01-29
9229704329828257,14872537,Recibido,2026-01-29
2040268820070899,14872537,Recibido,2026-01-29
1961448635780603,14872537,Recibido,2026-01-29
2383229515553514,14872537,Recibido,2026-01-29
5503561050042725,14872537,Recibido,2026-01-29
5461427919123869,14872537,Recibido,2026-01-29
0878087918917370,14872537,Recibido,2026-01-29
8642604542596939,14872537,Recibido,2026-01-29
1346704536870960,14872537,Recibido,2026-01-29
5314008892677901,14872537,Recibido,2026-01-29
9425591873409631,14872537,Recibido,2026-01-29
9011442477463619,14872537,Recibido,2026-01-29
3495974362484772,14872537,Recibido,2026-01-29
4648630742408993,14872537,Recibido,2026-01-29
9740106808142268,14872537,Recibido,2026-01-29
4620830358677706,14872537,Recibido,2026-01-29
5929878843430798,14872537,Recibido,2026-01-29
7509878299495497,14872537,Recibido,2026-01-29
0478473360383140,14872537,Recibido,2026-01-29
8375612345480222,14872537,Recibido,2026-01-29
6548015808715883,14872537,Recibido,2026-01-29
1069213353014715,14872537,Recibido,2026-01-29
6228681602917282,14872537,Recibido,2026-01-29
7717126947824749,14872537,Recibido,2026-01-29
8768349834038050,14872537,Recibido,2026-01-29
2466729302882872,14872537,Recibido,2026-01-29
2057216813190687,14872537,Recibido,2026-01-29
0155925204218927,14872537,Recibido,2026-01-29
1554402036332203,14872537,Recibido,2026-01-29
5569576538204521,14872537,Recibido,2026-01-29
3601409470118176,14872537,Recibido,2026-01-29
0021280448285385,14872537,Recibido,2026-01-29
5716684109337533,14872537,Recibido,2026-01-29
9116629586483735,14872537,Recibido,2026-01-29
8946147748491666,14872537,Recibido,2026-01-29
4420784584082293,14872537,Recibido,2026-01-29
2375516175804515,14872537,Recibido,2026-01-29
4699050969341214,14872537,Recibido,2026-01-29
6389427256029405,14872537,Recibido,2026-01-29
6868362718715128,14872537,Recibido,2026-01-29
2176332191728569,14872537,Recibido,2026-01-29
8948003973032384,14872537,Recibido,2026-01-29
1044230795754631,14872537,Recibido,2026-01-29
4811573013942083,14872537,Recibido,2026-01-29
4540900836277923,14872537,Recibido,2026-01-29
0223196332408223,14872537,Recibido,2026-01-29
3741080200815537,14872537,Recibido,2026-01-29
4921919980473814,14872537,Recibido,2026-01-29
9880893507349908,14872537,Recibido,2026-01-29
7173787297816741,14872537,Recibido,2026-01-29
4063603458954182,14872537,Recibido,2026-01-29
3490093985567512,14872537,Recibido,2026-01-29
1283119527534141,14872537,Recibido,2026-01-29
2348899462518101,14872537,Recibido,2026-01-29
8471592646128733,14872537,Recibido,2026-01-29
5018794722206071,14872537,Recibido,2026-01-29
0491763603360624,14872537,Recibido,2026-01-29
2063031345802389,14872537,Recibido,2026-01-29
0676007589117335,14872537,Recibido,2026-01-29
9237167469674438,14872537,Recibido,2026-01-29
0319906886201590,14872537,Recibido,2026-01-29
0581050727489508,14872537,Recibido,2026-01-29
5484948903904084,14872537,Recibido,2026-01-29
5268491835158675,14872537,Recibido,2026-01-29
9159368326018782,14872537,Recibido,2026-01-29
0487451555047051,14872537,Recibido,2026-01-29
2815242974300473,14872537,Recibido,2026-01-29
8022322292984790,14872537,Recibido,2026-01-29
8824694868185025,14872537,Recibido,2026-01-29
8070027365148624,14872537,Recibido,2026-01-29
1257695111980968,14872537,Recibido,2026-01-29
8493237877776661,14872537,Recibido,2026-02-02
2043940159492726,14872537,Recibido,2026-02-02
9362024842344643,14872537,Recibido,2026-02-02
5603246509255438,14872537,Recibido,2026-02-02
9599450922055350,14872537,Recibido,2026-02-02
9263732797076884,14872537,Recibido,2026-02-02
2642525475543268,14872537,Recibido,2026-02-02
5397155547302777,14872537,Recibido,2026-02-02
2119783988299901,14872537,Recibido,2026-02-02
9772570013618171,14872537,Recibido,2026-02-02
5978146904014087,14872537,Recibido,2026-02-02
8190098044814810,14872537,Recibido,2026-02-02
8623376684505549,14872537,Recibido,2026-02-02
4610987276602197,14872537,Recibido,2026-02-02
5317502616346443,14872537,Recibido,2026-02-02
0794822515690154,14872537,Recibido,2026-02-02
4662789744205726,14872537,Recibido,2026-02-02
4244552772840182,14872537,Recibido,2026-02-02
5627337669443007,14872537,Recibido,2026-02-02
1241135996260750,14872537,Recibido,2026-02-02
5041761247821310,14872537,Recibido,2026-02-02
3356899877101514,14872537,Recibido,2026-02-02
8601999364561907,14872537,Recibido,2026-02-02
2291496488086347,14872537,Recibido,2026-02-02
2812042295172866,14872537,Recibido,2026-02-02
7518202834685748,14872537,Recibido,2026-02-02
7900730519457306,14872537,Recibido,2026-02-02
3836612288205234,14872537,Recibido,2026-02-02
3052232045978413,14872537,Recibido,2026-02-02
4688484448768882,14872537,Recibido,2026-02-02
2533310064546936,14872537,Recibido,2026-02-02
0162384593367762,14872537,Recibido,2026-02-02
4899677663957317,14872537,Recibido,2026-02-02
0741634922090962,14872537,Recibido,2026-02-02
2672876707631936,14872537,Recibido,2026-02-02
2359603575632623,14872537,Recibido,2026-02-02
1956430618048919,14872537,Recibido,2026-02-02
1446905692750266,14872537,Recibido,2026-02-02
7508387528051358,14872537,Recibido,2026-02-02
1857492349374679,14872537,Recibido,2026-02-02
1448301045331696,14872537,Recibido,2026-02-02
6530735336503128,14872537,Recibido,2026-02-02
1764501897499452,14872537,Recibido,2026-02-02
9032189295141451,14872537,Recibido,2026-02-02
4556510578317943,14872537,Recibido,2026-02-02
2888169920446482,14872537,Recibido,2026-02-02
8422128762953159,14872537,Recibido,2026-02-02
4619131953436914,14872537,Recibido,2026-02-02
0682873262804009,14872537,Recibido,2026-02-02
1050845970141392,14872537,Recibido,2026-02-02
7757871354754867,14872537,Recibido,2026-02-02
5927295213938107,14872537,Recibido,2026-02-02
8777377908744492,14872537,Recibido,2026-02-05
0429084057109233,14872537,Recibido,2026-02-05
2417721703268708,14872537,Recibido,2026-02-05
2790810173072754,14872537,Recibido,2026-02-05
1605028587805420,14872537,Recibido,2026-02-05
7209034497693943,14872537,Recibido,2026-02-05
0161693675763685,14872537,Recibido,2026-02-05
6819538181108790,14872537,Recibido,2026-02-05
6784327313874739,14872537,Recibido,2026-02-05
8150161771830278,14872537,Recibido,2026-02-05
6004281208123386,14872537,Recibido,2026-02-05
1789302639653260,14872537,Recibido,2026-02-05
5814197506915292,14872537,Recibido,2026-02-05
4927092253927050,14872537,Recibido,2026-02-05
7153330252063034,14872537,Recibido,2026-02-05
1203291301574507,14872537,Recibido,2026-02-05
8908415647212642,14872537,Recibido,2026-02-05
6943603859045876,14872537,Recibido,2026-02-05
2779847991305078,14872537,Recibido,2026-02-05
4458053735256650,14872537,Recibido,2026-02-05
3188257771172450,14872537,Recibido,2026-02-05
2360151326339311,14872537,Recibido,2026-02-05
9600405211739250,14872537,Recibido,2026-02-05
4343524739307899,14872537,Recibido,2026-02-05
4072431006382627,14872537,Recibido,2026-02-05
2531440211956791,14872537,Recibido,2026-02-05
1081910253240214,14872537,Recibido,2026-02-05
8723301435676608,14872537,Recibido,2026-02-05
5352796618828285,14872537,Recibido,2026-02-05
5790480360129256,14872537,Recibido,2026-02-05
2376608250452649,14872537,Recibido,2026-02-05
4938772119826297,14872537,Recibido,2026-02-05
6839733974913281,14872537,Recibido,2026-02-05
5615012823003461,14872537,Recibido,2026-02-05
2115445156255097,14872537,Recibido,2026-02-05
5539963230038471,14872537,Recibido,2026-02-05
3109193161997381,14872537,Recibido,2026-02-05
9859863823562334,14872537,Recibido,2026-02-05
9159370089298012,14872537,Recibido,2026-02-05
9701703626001051,14872537,Recibido,2026-02-05
5172935811781433,14872537,Recibido,2026-02-05
4284511987957855,14872537,Recibido,2026-02-05
9322976628398113,14872537,Recibido,2026-02-05
0812923703131329,14872537,Recibido,2026-02-05
7957876224081777,14872537,Recibido,2026-02-05
3097401165340613,14872537,Recibido,2026-02-05
9796640803430774,14872537,Recibido,2026-02-05
